,y_test,y_pred,residual
1652,600,164328.08905214156,-163728.08905214156
4410,350,164329.8900458953,-163979.8900458953
5263,899,164343.21902864933,-163444.21902864933
2349,1189,164349.9283781388,-163160.9283781388
2411,2048,164361.37164074753,-162313.37164074753
4301,586,164373.5809743807,-163787.5809743807
919,1212,164376.77255860477,-163164.77255860477
1187,800,164378.6732675104,-163578.6732675104
5864,1650,164382.05430222597,-162732.05430222597
6132,1632,164391.18993519546,-162759.18993519546
176,621,164400.00051514353,-163779.00051514353
5353,700,164402.6748764089,-163702.6748764089
2592,599,164412.60992910323,-163813.60992910323
3566,456,164412.61977961988,-163956.61977961988
5421,821,164433.2895102075,-163612.2895102075
1284,1153,164467.5452215958,-163314.5452215958
1163,1200,164469.06012409306,-163269.06012409306
5497,1192,164511.14266284864,-163319.14266284864
157,1192,164511.2019125303,-163319.2019125303
4335,950,164520.61882223372,-163570.61882223372
3761,907,164521.12693352244,-163614.12693352244
642,849,164521.20832487274,-163672.20832487274
1598,950,164524.12923916135,-163574.12923916135
17,730,164533.28645567372,-163803.28645567372
91,2400,164542.0201708355,-162142.0201708355
933,900,164547.48537113136,-163647.48537113136
4197,450,164556.54147975403,-164106.54147975403
3425,228,164559.88132966877,-164331.88132966877
1802,363,164592.8462949822,-164229.8462949822
1780,338,164597.82321105312,-164259.82321105312
346,1189,164599.46176032236,-163410.46176032236
3167,550,164602.47919401652,-164052.47919401652
138,1300,164611.61535490505,-163311.61535490505
2248,1200,164611.92550342783,-163411.92550342783
3698,217,164620.34835659893,-164403.34835659893
5756,340,164629.4794675465,-164289.4794675465
3034,1031,164640.67107146178,-163609.67107146178
6254,1400,164663.52221817852,-163263.52221817852
2585,1400,164671.80702580346,-163271.80702580346
276,902,164672.87952492683,-163770.87952492683
578,876,164674.7016425015,-163798.7016425015
5813,500,164685.63806065102,-164185.63806065102
208,450,164706.96162725717,-164256.96162725717
2421,1499,164730.94937430706,-163231.94937430706
1458,850,164733.60516961192,-163883.60516961192
1899,187,164736.10333623656,-164549.10333623656
2935,550,164743.51850620503,-164193.51850620503
1468,243,164749.36281064182,-164506.36281064182
6,514,164753.52418327058,-164239.52418327058
3841,1268,164753.76030017494,-163485.76030017494
5557,900,164757.26730204266,-163857.26730204266
81,4000,164766.5384026064,-160766.5384026064
4346,6000,164772.74215514155,-158772.74215514155
2337,1360,164783.78379909837,-163423.78379909837
6234,2415,164784.48289242346,-162369.48289242346
4260,1189,164801.48291899016,-163612.48291899016
4836,621,164831.85751033053,-164210.85751033053
1615,1800,164839.23518973606,-163039.23518973606
4332,794,164842.53706975476,-164048.53706975476
5543,1550,164846.10797969624,-163296.10797969624
2078,680,164854.64548987956,-164174.64548987956
1569,1000,164861.88604672527,-163861.88604672527
2151,400,164893.5228629706,-164493.5228629706
4232,650,164903.275788661,-164253.275788661
341,2038,164905.1947193551,-162867.1947193551
4850,329,164915.8529958434,-164586.8529958434
4027,1325,164920.3856673779,-163595.3856673779
3677,700,164925.45378798674,-164225.45378798674
5545,250,164926.4053355561,-164676.4053355561
327,265,164928.37664144143,-164663.37664144143
4122,598,164929.62970786108,-164331.62970786108
3140,1392,164932.24288919094,-163540.24288919094
19,1500,164935.16981701442,-163435.16981701442
5586,3048,164942.2224758568,-161894.2224758568
1853,2342,164943.15727250956,-162601.15727250956
4350,755,164966.01423730972,-164211.01423730972
543,442,164979.64761007024,-164537.64761007024
6026,2916,164996.8001068325,-162080.8001068325
964,1749,164996.80846890624,-163247.80846890624
6018,678,164998.224552788,-164320.224552788
5132,704,165013.63397874773,-164309.63397874773
4701,400,165016.40589157506,-164616.40589157506
865,1398,165058.32654597555,-163660.32654597555
3850,1073,165065.78118689,-163992.78118689
5700,615,165067.15029237798,-164452.15029237798
3343,887,165095.33660268484,-164208.33660268484
4471,2114,165102.8881402469,-162988.8881402469
5279,400,165118.0204176386,-164718.0204176386
3435,999,165120.1032699355,-164121.1032699355
1971,344,165121.06014270318,-164777.06014270318
2653,350,165132.5306328679,-164782.5306328679
1017,612,165142.1904506931,-164530.1904506931
1285,690,165161.71092496524,-164471.71092496524
1806,570,165164.2616706942,-164594.2616706942
5476,790,165186.3308450878,-164396.3308450878
2189,591,165201.81271855783,-164610.81271855783
1450,845,165210.43897140888,-164365.43897140888
5626,500,165211.1747191871,-164711.1747191871
1113,448,165213.04335701535,-164765.04335701535
5409,6430,165264.2611910349,-158834.2611910349
5298,645,165265.16584179018,-164620.16584179018
4681,629,165278.8983400072,-164649.8983400072
1109,322,165285.2765093162,-164963.2765093162
4154,1250,165291.99781076072,-164041.99781076072
2775,1249,165294.24696401844,-164045.24696401844
3594,4663,165299.4882192511,-160636.4882192511
5949,750,165308.33985515847,-164558.33985515847
444,964,165366.2772140928,-164402.2772140928
3617,1129,165369.0945834231,-164240.0945834231
860,270,165370.3838333324,-165100.3838333324
3133,435,165371.7134602348,-164936.7134602348
3353,1760,165395.77677592283,-163635.77677592283
2993,386,165412.22455974206,-165026.22455974206
110,336,165430.93386629742,-165094.93386629742
6259,2293,165435.3694117827,-163142.3694117827
1687,700,165435.72090060788,-164735.72090060788
3286,599,165453.0692211753,-164854.0692211753
4613,360,165456.6450796163,-165096.6450796163
2882,900,165484.8032892093,-164584.8032892093
5491,1119,165508.4454103615,-164389.4454103615
607,1200,165515.23094704602,-164315.23094704602
3600,1575,165535.89705286932,-163960.89705286932
6148,960,165561.36986084154,-164601.36986084154
4915,2800,165581.39962883096,-162781.39962883096
3315,1409,165598.3929490964,-164189.3929490964
2423,270,165636.92122553528,-165366.92122553528
5021,230,165651.86094783843,-165421.86094783843
1032,419,165657.27561745825,-165238.27561745825
2994,1000,165669.1936228143,-164669.1936228143
3087,910,165679.71904788114,-164769.71904788114
1688,6430,165683.52921437737,-159253.52921437737
5914,304,165683.57861238046,-165379.57861238046
1845,1816,165705.58028401487,-163889.58028401487
6008,1541,165716.92225248308,-164175.92225248308
3775,700,165738.38142922183,-165038.38142922183
2702,749,165755.60381094215,-165006.60381094215
2881,1166,165788.73850982377,-164622.73850982377
584,845,165792.68186836783,-164947.68186836783
644,1324,165800.227233049,-164476.227233049
3961,1664,165808.34083612953,-164144.34083612953
187,600,165815.82414921865,-165215.82414921865
76,2000,165823.32588716422,-163823.32588716422
4987,600,165852.44839386232,-165252.44839386232
2123,2255,165874.92402704514,-163619.92402704514
2445,432,165900.87206177288,-165468.87206177288
2718,645,165929.96636846315,-165284.96636846315
4940,1697,165932.90681598976,-164235.90681598976
4010,499,165942.74977059814,-165443.74977059814
3545,1605,165949.2126549722,-164344.2126549722
1530,475,165955.86900106637,-165480.86900106637
1465,375,165956.62250607635,-165581.62250607635
2133,240,165963.0100791644,-165723.0100791644
627,2143,165972.37659727555,-163829.37659727555
1355,550,165977.50610255523,-165427.50610255523
5261,385,165986.00360605007,-165601.00360605007
467,1386,166001.30169340127,-164615.30169340127
2678,1921,166002.1857543162,-164081.1857543162
2141,764,166007.52418312515,-165243.52418312515
2422,1314,166026.61411253654,-164712.61411253654
4334,320,166038.5123389865,-165718.5123389865
6265,450,166042.96799543285,-165592.96799543285
3037,450,166044.49484074,-165594.49484074
1330,430,166057.59390495723,-165627.59390495723
5170,600,166068.1724211357,-165468.1724211357
3718,954,166082.43648573564,-165128.43648573564
1365,2471,166084.64785494466,-163613.64785494466
2145,1826,166086.3907981534,-164260.3907981534
4341,350,166098.35798919215,-165748.35798919215
963,1147,166107.75019906872,-164960.75019906872
6041,1071,166116.6969465243,-165045.6969465243
83,550,166118.9551361333,-165568.9551361333
1745,765,166119.83300410502,-165354.83300410502
5676,660,166125.24252740873,-165465.24252740873
4389,6209,166126.6848729873,-159917.6848729873
2634,937,166137.51306572647,-165200.51306572647
886,619,166141.0301194555,-165522.0301194555
1801,386,166157.79332281707,-165771.79332281707
2620,950,166158.48296974797,-165208.48296974797
4911,2803,166169.0528958495,-163366.0528958495
1160,1450,166171.16906716308,-164721.16906716308
4664,701,166175.71225121987,-165474.71225121987
1406,1700,166180.86633191982,-164480.86633191982
4870,844,166186.5374743156,-165342.5374743156
5029,174,166229.98132315508,-166055.98132315508
3485,1300,166248.02198180297,-164948.02198180297
332,3274,166258.26361115754,-162984.26361115754
777,1800,166280.06288350627,-164480.06288350627
2129,1100,166289.99165434582,-165189.99165434582
2808,400,166290.22655352633,-165890.22655352633
2908,1351,166291.69489313464,-164940.69489313464
3661,600,166292.37548439682,-165692.37548439682
3705,425,166302.67427768273,-165877.67427768273
5185,850,166321.0713248051,-165471.0713248051
5855,4000,166323.94632631572,-162323.94632631572
590,1302,166325.6465731064,-165023.6465731064
2267,1700,166347.24666113377,-164647.24666113377
5846,4000,166351.34018222342,-162351.34018222342
5291,891,166364.66899902275,-165473.66899902275
4675,1680,166373.68065044718,-164693.68065044718
4942,1290,166386.58434984623,-165096.58434984623
3893,1450,166401.8556206361,-164951.8556206361
4652,332,166418.8719160457,-166086.8719160457
1851,215,166439.66429758968,-166224.66429758968
337,6430,166443.7441334018,-160013.7441334018
334,1528,166448.33457340387,-164920.33457340387
3118,3000,166451.82068225244,-163451.82068225244
3190,1040,166454.3740819549,-165414.3740819549
706,535,166466.34800288817,-165931.34800288817
5202,1200,166467.20572849642,-165267.20572849642
3472,1085,166468.59093418025,-165383.59093418025
2135,2885,166473.24212227153,-163588.24212227153
2378,966,166476.15346106092,-165510.15346106092
2971,389,166479.58341028777,-166090.58341028777
3735,743,166483.2437254293,-165740.2437254293
3331,472,166499.19173102084,-166027.19173102084
4113,4000,166499.26473031877,-162499.26473031877
482,350,166501.58106220726,-166151.58106220726
5288,1000,166513.71595842895,-165513.71595842895
4456,1600,166516.03929752047,-164916.03929752047
720,546,166524.03662275575,-165978.03662275575
1727,3187,166527.4141678755,-163340.4141678755
2499,350,166546.2587203222,-166196.2587203222
5843,392,166552.3999953606,-166160.3999953606
3280,1999,166567.91242644924,-164568.91242644924
5934,1060,166578.60262928694,-165518.60262928694
3758,500,166583.21926092065,-166083.21926092065
5920,920,166596.39129695154,-165676.39129695154
3554,1358,166603.63009619425,-165245.63009619425
2211,3000,166609.16716769635,-163609.16716769635
131,1749,166618.4543236674,-164869.4543236674
3902,1600,166618.99066321645,-165018.99066321645
1241,185,166653.69323133686,-166468.69323133686
2803,220,166666.40118613126,-166446.40118613126
2003,1433,166680.47443004415,-165247.47443004415
5338,850,166685.6255616693,-165835.6255616693
4,381,166694.68425889593,-166313.68425889593
1232,1000,166695.6613026505,-165695.6613026505
2578,2286,166699.56781190445,-164413.56781190445
6024,406,166713.34501377054,-166307.34501377054
2322,2569,166718.9753375129,-164149.9753375129
5328,1985,166730.13181025023,-164745.13181025023
3703,1103,166738.7875041026,-165635.7875041026
3084,534,166743.45443614275,-166209.45443614275
395,3388,166765.78004896198,-163377.78004896198
4878,1401,166789.13374992376,-165388.13374992376
4368,1528,166806.94890684844,-165278.94890684844
4453,754,166829.57381897626,-166075.57381897626
997,301,166837.84164178002,-166536.84164178002
3714,445,166845.98054737534,-166400.98054737534
2683,1200,166859.73075530463,-165659.73075530463
3908,1498,166862.2920278232,-165364.2920278232
1398,1074,166870.50386905402,-165796.50386905402
2402,6308,166884.223091576,-160576.223091576
2249,180,166888.98435849708,-166708.98435849708
1208,391,166892.11195909054,-166501.11195909054
4191,834,166926.69956916466,-166092.69956916466
5879,379,166926.96725121717,-166547.96725121717
86,1355,166928.3217357604,-165573.3217357604
1709,850,166932.31731757356,-166082.31731757356
1133,343,166950.86700539745,-166607.86700539745
4451,2500,166952.7519238533,-164452.7519238533
2171,500,166960.4914558391,-166460.4914558391
2453,2249,166964.28554607162,-164715.28554607162
956,4541,167001.03574997117,-162460.03574997117
4709,1081,167021.54406126044,-165940.54406126044
1260,845,167049.58902147037,-166204.58902147037
1784,1510,167059.99299249574,-165549.99299249574
5131,300,167090.64618512418,-166790.64618512418
4904,1392,167099.0613904396,-165707.0613904396
2467,2100,167100.79141069885,-165000.79141069885
426,1867,167105.8919591038,-165238.8919591038
1403,444,167107.23746044672,-166663.23746044672
4669,695,167110.12403107827,-166415.12403107827
2035,1327,167113.39889664034,-165786.39889664034
1315,1043,167139.84409429904,-166096.84409429904
4403,2166,167149.09906580384,-164983.09906580384
3459,2590,167152.74017298987,-164562.74017298987
2188,317,167161.56918396408,-166844.56918396408
1892,897,167171.58771592478,-166274.58771592478
4150,200,167180.44921118763,-166980.44921118763
3934,1250,167194.70214268952,-165944.70214268952
3116,900,167206.7539169649,-166306.7539169649
2492,843,167209.2747629813,-166366.2747629813
2305,1410,167217.14525477897,-165807.14525477897
6019,681,167222.89036652748,-166541.89036652748
1395,600,167233.44665421257,-166633.44665421257
1526,800,167234.5234701954,-166434.5234701954
6104,270,167250.29111604436,-166980.29111604436
1314,1285,167262.5201555154,-165977.5201555154
6141,1490,167268.48483133846,-165778.48483133846
5789,544,167272.08747014156,-166728.08747014156
4446,1000,167274.1886952064,-166274.1886952064
6182,4949,167282.08606946506,-162333.08606946506
1855,1200,167283.80120908387,-166083.80120908387
5684,786,167320.91218869414,-166534.91218869414
163,939,167358.8712207132,-166419.8712207132
1664,228,167372.67010814947,-167144.67010814947
