,neighbourhood_Azcapotzalco,neighbourhood_Benito Juárez,neighbourhood_Coyoacán,neighbourhood_Cuajimalpa de Morelos,neighbourhood_Cuauhtémoc,neighbourhood_Gustavo A. Madero,neighbourhood_Iztacalco,neighbourhood_Iztapalapa,neighbourhood_Miguel Hidalgo,neighbourhood_Milpa Alta,neighbourhood_Tlalpan,neighbourhood_Tláhuac,neighbourhood_Venustiano Carranza,neighbourhood_Xochimilco,neighbourhood_Álvaro Obregón,latitude,longitude,accommodates,bathrooms,beds,price,availability_365,number_of_reviews
3171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41266,-99.18768,2,1.0,1,900,179,9
3172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41126,-99.18975,2,1.0,1,900,179,10
3173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41308,-99.18929,1,1.0,1,550,179,48
3174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.44367,-99.20695,2,1.0,2,781,178,2
3175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.44155,-99.13216,2,1.0,1,308,289,251
3177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.3552,-99.29,2,1.0,1,800,173,68
3178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36948,-99.18044,4,2.0,3,1586,299,19
3179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48785,-99.18817,3,1.0,2,500,142,3
3180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.36882,-99.26762,2,2.0,2,1000,358,0
3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.34126,-99.19668,2,1.0,2,950,359,1
3182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39708,-99.17802,4,2.0,2,1150,268,57
3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.35686,-99.19063,1,1.0,1,730,0,0
3184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40936,-99.17353,1,1.5,1,450,0,31
3185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37765,-99.18257,1,1.5,1,514,331,67
3186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41838,-99.17133,2,1.0,1,600,365,5
3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.31336,-99.20193,3,1.0,2,750,64,45
3188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38716,-99.18068,1,1.0,1,415,0,1
3189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.40718,-99.19315,1,1.0,1,400,143,65
3190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42864,-99.17133,2,1.5,1,750,335,66
3191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43047,-99.13212,1,1.5,0,400,1,253
3192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.4429,-99.1122,8,1.0,5,1500,0,19
3193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43808,-99.13807,5,1.0,3,720,296,275
3194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.30213,-99.13969,2,1.0,2,220,337,73
3195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43912,-99.14875,6,2.0,3,1029,305,275
3196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.40304,-99.14543,2,1.0,1,892,80,41
3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31341,-99.22562,2,1.0,1,650,0,140
3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32074,-99.23935,4,2.5,3,710,0,0
3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32158,-99.24059,4,2.5,3,710,0,1
3200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.43837,-99.09665,2,1.0,1,800,180,33
3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.33226880800086,-99.21480656415196,1,1.0,1,400,87,0
3203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41022,-99.19113,1,1.0,1,349,344,98
3204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41461,-99.16735,4,1.5,2,1545,312,236
3205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43079,-99.16388,2,1.0,1,321,87,114
3206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.417627334594727,-99.17833709716795,2,1.0,1,1341,164,275
3207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41901,-99.17303,4,2.5,2,3247,46,72
3208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.45408,-99.17516,5,1.5,1,429,0,2
3209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41746,-99.17344,2,1.0,1,1200,0,21
3210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41564,-99.16538,4,2.0,3,1341,0,63
3211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.43317,-99.18982,2,1.0,1,1495,159,8
3212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40389,-99.17164,1,2.0,1,250,177,17
3213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.36448,-99.29534,2,1.0,1,700,365,0
3214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41115,-99.17445,4,1.0,3,1891,279,275
3215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37309,-99.16061,1,1.0,1,300,0,0
3216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40878,-99.16045,1,1.0,1,457,74,30
3217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41519,-99.17211,2,1.0,1,1816,241,257
3218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42234,-99.16412,4,2.0,2,1715,349,50
3219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.40242,-99.17137,4,1.0,1,1116,33,243
3220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3741,-99.14618,6,1.5,3,699,0,275
3221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.39829,-99.17646,4,2.0,3,1350,364,15
3222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43698,-99.1392,3,2.0,1,1060,155,275
3223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.29292,-99.17677,1,1.0,1,210,310,5
3224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.308780670166016,-99.13895416259766,2,1.0,1,280,0,21
3225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42596,-99.15248,1,1.0,1,764,0,217
3226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43676,-99.13748,3,1.0,2,374,279,244
3227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41181,-99.17697,4,1.5,2,1140,326,212
3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.38591,-99.19173,4,2.0,3,1104,234,32
3229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38444,-99.17571,4,1.0,4,959,296,206
3230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39524,-99.17543,2,1.0,1,1429,351,47
3231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.3688,-99.27006,2,1.0,1,688,0,23
3232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43065,-99.1649,4,2.0,2,1807,176,87
3233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42091,-99.15495,2,1.0,1,1224,141,249
3234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37942,-99.16522,2,1.0,2,300,362,29
3235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4186,-99.17141,2,1.0,1,548,329,27
3236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42748,-99.16017,6,2.0,4,2357,360,49
3237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.34628,-99.16875,3,1.0,1,1189,170,18
3238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.36148,-99.26542,5,2.5,3,2100,363,5
3239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.35097,-99.28124,3,1.0,2,880,0,90
3240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39652,-99.15345,2,1.0,1,495,0,1
3241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42748,-99.15141,4,2.0,2,1460,61,112
3242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41643,-99.14992,3,1.5,2,886,179,63
3243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.44957,-99.16139,2,1.0,1,1000,327,275
3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.34191,-99.25187,1,1.5,1,320,180,14
3245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42044,-99.16244,2,1.5,1,1438,0,262
3246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38884,-99.17445,5,2.0,2,1150,67,197
3247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3997,-99.14916,1,1.0,1,400,364,75
3249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41984,-99.16273,2,1.0,1,864,361,76
3250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41559,-99.16956,14,4.0,6,6430,133,32
3251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4495,-99.16142,2,1.0,1,1000,333,275
3252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37209,-99.17611,1,1.0,1,460,53,31
3253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4394,-99.15335,2,1.0,1,475,0,275
3254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41278,-99.18027,4,1.0,2,4183,353,26
3255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38628,-99.15282,1,1.0,1,320,0,0
3256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47303,-99.156342,4,1.0,3,950,354,48
3257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.3071,-99.17502,4,1.5,1,1204,74,30
3258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42147,-99.17054,8,2.5,5,2164,45,141
3259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.34865,-99.17161,2,1.0,1,576,360,64
3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32542,-99.21724,1,1.0,1,350,355,53
3261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.412777,-99.180267,4,1.0,2,4183,342,9
3262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41278,-99.18027,4,1.0,2,4685,354,12
3263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.486322,-99.128258,1,1.5,1,300,335,95
3264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38827,-99.15164,4,2.0,3,929,358,11
3266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43395,-99.14409,3,1.0,1,1912,322,275
3267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4199,-99.15355,2,1.0,1,400,364,2
3268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3765,-99.1377,2,1.0,1,426,338,205
3269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4148,-99.15563,4,2.5,2,1227,33,199
3270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.3681,-99.28093,3,1.5,1,1000,270,28
3271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42112,-99.16117,2,2.0,1,2912,232,175
3272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.4396,-99.18253,4,1.0,2,1322,0,236
3273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41336,-99.16677,4,2.5,3,5000,82,9
3274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.39795,-99.17915,1,1.0,1,270,53,10
3275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36104,-99.17175,4,2.0,4,1200,24,8
3276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4164,-99.1789,2,1.0,1,1275,144,275
3277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.40124,-99.17169,10,2.0,6,2114,0,133
3278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41763,-99.17834,2,1.0,1,1163,0,275
3279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41363,-99.18446,1,2.0,1,330,364,9
3280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40893,-99.17239,8,3.5,4,4741,345,275
3281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.43519,-99.09571,2,1.0,1,396,0,47
3282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4124,-99.17217,4,1.0,3,767,356,77
3283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43821,-99.1401,4,1.0,2,6430,309,5
3284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4322,-99.16479,8,2.0,6,2900,352,40
3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3108,-99.26094,4,1.0,2,690,181,18
3286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4495,-99.16142,2,1.0,1,1029,319,275
3287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.29507,-99.13483,3,1.5,1,900,330,122
3288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37825,-99.18982,2,1.0,2,468,318,205
3289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41389,-99.17152,2,1.0,1,700,315,81
3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.30548,-99.27155,2,1.0,1,332,0,0
3291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.31783,-99.07346,2,1.0,2,350,0,0
3292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43457,-99.14468,4,1.0,3,1083,325,83
3293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41097,-99.17316,4,1.0,2,975,317,118
3294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.27443,-99.1499,1,1.0,1,420,179,120
3295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40893,-99.17239,10,3.5,4,2969,349,253
3296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.27867,-99.16547,3,1.5,3,800,363,18
3297,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.30263,-99.23229,4,2.0,1,1800,365,0
3298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3968,-99.16595,5,2.0,5,2000,177,2
3299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.448455,-99.149011,5,1.0,4,878,326,66
3300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.29061,-99.21774,8,2.0,5,650,1,90
3301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43391990661621,-99.1554718017578,4,1.5,2,1260,39,242
3302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.3099,-99.22419,3,1.5,2,967,85,140
3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.33715,-99.1971,1,1.0,1,464,365,1
3304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39164,-99.16306,1,2.0,2,325,359,25
3305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35987170663499,-99.1472516887094,4,1.0,3,940,341,47
3306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38794,-99.16392,1,1.0,1,849,88,1
3307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.45546,-99.14474,2,1.0,1,257,0,83
3308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43363,-99.14434,4,1.0,2,845,267,147
3309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.44476,-99.15666,2,1.0,1,770,170,99
3310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43462371826172,-99.15188598632812,4,2.0,4,2305,22,164
3311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42234,-99.16106,2,1.0,1,1168,238,89
3312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39121,-99.17439,4,2.0,2,1144,0,77
3313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.43652,-99.20889,2,2.0,1,400,365,178
3314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.28749,-99.12764,4,1.0,3,631,358,1
3315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40427,-99.16966,2,1.0,1,399,281,81
3316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42637,-99.15321,1,3.0,1,300,177,4
3317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.44858,-99.15452,1,1.0,1,554,359,10
3318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42926,-99.15602,2,1.0,2,400,53,106
3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.27216,-99.16017,4,1.5,2,530,1,112
3320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41177,-99.18458,2,1.0,1,1800,45,26
3321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37248,-99.16484,2,2.0,2,350,0,0
3322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.34526,-99.17324,1,1.0,1,350,268,6
3323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40222,-99.16929,2,1.0,2,2457,90,64
3324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36535,-99.13822,4,1.0,2,1000,179,15
3325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42061,-99.15281,2,1.0,1,960,355,88
3326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39311,-99.14331,4,2.5,2,750,0,1
3327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42867,-99.16167,5,2.5,2,2007,212,40
3328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40874,-99.17629,2,1.0,1,850,364,22
3329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4194,-99.13594,3,1.0,2,500,360,11
3330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42758,-99.16014,4,2.0,2,1443,30,34
3331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36705,-99.14076,1,1.0,1,250,83,1
3332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41559,-99.16956,12,4.0,6,6430,318,26
3333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.393295,-99.165054,2,1.0,1,550,289,3
3334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.43302,-99.18799,2,1.0,1,1184,0,104
3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.35852,-99.18751,2,1.0,1,850,177,0
3336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42868,-99.13371,8,2.0,4,1788,3,275
3337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41437,-99.17968,5,2.0,5,1576,337,229
3338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42067,-99.17118,3,1.0,1,1850,148,275
3339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.44191,-99.20402,4,2.0,3,2407,168,5
3340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4167,-99.15577,2,1.0,1,550,1,100
3341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.44498,-99.2029,2,1.0,2,1019,28,50
3342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41742,-99.17195,5,2.0,2,1666,317,125
3343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43937,-99.15171,2,1.0,1,557,0,275
3344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42074,-99.15904,2,1.0,1,1379,241,156
3345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36502,-99.14347,2,1.0,1,450,88,27
3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31186,-99.24862,1,1.0,1,200,0,0
3347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.42243,-99.20376,4,2.0,2,6143,179,18
3348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41674,-99.16672,2,1.0,1,594,83,8
3349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4494,-99.1614,2,1.0,1,1007,319,275
3350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37848,-99.18104,1,1.5,1,514,365,115
3351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41928,-99.17107,3,1.0,2,1010,344,191
3352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36884,-99.17661,2,0.0,1,550,173,1
3353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.393343,-99.165108,2,1.0,1,599,289,5
3354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41366,-99.15703,2,1.0,1,2200,178,0
3355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36361,-99.18929,2,1.0,1,850,87,46
3356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.40348,-99.13759,3,1.0,2,900,364,57
3357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.42852,-99.17648,8,3.0,4,3269,262,14
3358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41777,-99.17822,2,1.0,1,1460,132,265
3359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43347,-99.16366,5,2.0,2,5094,364,8
3360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41774,-99.17819,2,1.0,1,1477,142,275
3361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.40108,-99.12585,1,1.0,1,289,147,122
3362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.43885,-99.18759,2,1.0,1,450,360,18
3363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.29188,-99.12562,1,1.5,1,380,359,0
3364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.356789,-99.158791,3,1.5,2,797,1,258
3365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.4495,-99.16142,2,1.0,1,1100,318,275
3366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41167,-99.17789,3,1.0,2,2300,364,1
3367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.30645,-99.0,9,1.0,5,591,0,195
3368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38205,-99.15485,3,1.0,2,660,74,46
3369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.45343,-99.0687,2,1.0,2,424,170,1
3370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.43925,-99.19239,3,1.0,2,1103,347,88
3371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.35609,-99.15854,2,1.0,1,1200,365,24
3372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.35565,-99.15697,2,1.0,2,1103,365,4
3373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.4307,-99.18491,2,1.0,1,1339,145,241
3374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38006,-99.18662,1,1.5,1,270,359,5
3375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47179,-99.15651,1,1.0,1,210,0,16
3376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37833,-99.18833,1,1.0,2,280,359,6
3377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42174,-99.17481,6,2.0,6,1061,326,208
3378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43577,-99.1692,6,1.0,4,1311,338,130
3379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.381994,-99.179543,4,1.0,2,899,194,82
3380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38042,-99.18674,1,1.0,1,280,355,3
3381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.41995,-99.17835,2,1.0,1,1451,153,275
3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31286,-99.26237,4,1.0,2,690,365,31
3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29859,-99.24435,3,1.5,2,880,0,4
3384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37975,-99.1885,1,1.0,1,270,355,24
3385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.2988,-99.18728,2,1.0,1,985,345,22
3386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.347,-99.15984,2,1.0,1,500,129,100
3387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.2988,-99.18728,2,1.0,2,798,350,73
3388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.2988,-99.18728,4,1.0,2,1974,341,5
3389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37886,-99.16571,2,1.0,1,440,114,76
3390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.4307,-99.18491,2,1.0,1,1339,159,148
3391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49056,-99.19992,1,1.0,1,250,20,32
3392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36645,-99.17048,2,1.0,1,679,303,72
3393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.4307,-99.18491,3,1.0,2,1504,158,146
3394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.33074,-99.15838,1,1.0,1,250,0,0
3395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.34729,-99.13582,5,1.5,5,248,2,10
3396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.43876,-99.08111,2,1.0,1,550,262,71
3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.307594,-99.215149,4,2.5,3,2543,174,47
3398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.41956,-99.15589,2,1.5,1,592,358,163
3399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.28532,-99.21744,2,1.0,1,691,175,137
3401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.42972,-99.13872,4,1.0,1,6000,364,132
3402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39337,-99.17279,2,1.0,1,1900,0,28
3403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36112,-99.16071,2,1.0,1,760,346,125
3404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.44524,-99.13561,1,1.0,1,250,0,20
3405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.4307,-99.18491,2,1.0,1,1274,170,183
3406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.30014,-99.13696,2,1.0,1,450,0,82
3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31013,-99.24914,2,1.0,1,600,0,0
3408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38533606436081,-99.17051321978764,4,2.5,2,2800,270,0
3409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.48878,-99.14336,2,1.0,1,600,336,29
